name,rating,genre,year,score,director,budget,gross,company,time
A Good Old Fashioned Orgy,R,Comedy,2011,6.1,Alex Gregory,35633551.262477234,1378947.0,Endgame Entertainment,2010's
Special Forces,R,Action,2011,6.4,Stéphane Rybojad,35633551.262477234,3424648.0,Easy Company,2010's
Courageous,PG-13,Drama,2011,7.0,Alex Kendrick,2000000.0,35185884.0,TriStar Pictures,2010's
Jin ling shi san chai,R,Drama,2011,7.6,Yimou Zhang,94000000.0,2855644.0,Beijing New Picture Film,2010's
Apollo 18,PG-13,Horror,2011,5.2,Gonzalo López-Gallego,5000000.0,26236153.0,Dimension Films,2010's
Anonymous,PG-13,Drama,2011,6.9,Roland Emmerich,30000000.0,15395087.0,Columbia Pictures,2010's
Hop,PG,Animation,2011,5.4,Tim Hill,63000000.0,183954145.0,Universal Pictures,2010's
Atlas Shrugged: Part I,PG-13,Drama,2011,5.6,Paul Johansson,20000000.0,4627375.0,Atlas Productions,2010's
Coriolanus,R,Drama,2011,6.1,Ralph Fiennes,35633551.262477234,2435325.0,Hermetof Pictures,2010's
Elles,NC-17,Drama,2011,5.6,Malgorzata Szumowska,35633551.262477234,3822241.0,Slot Machine,2010's
Angels Crest,R,Drama,2011,5.8,Gaby Dellal,35633551.262477234,2037.0,Process Film,2010's
Happy Feet Two,PG,Animation,2011,5.9,George Miller,135000000.0,159197038.0,Warner Bros.,2010's
Hysteria,R,Biography,2011,6.7,Tanya Wexler,35633551.262477234,78599553.90186103,Informant Media,2010's
The Beaver,PG-13,Drama,2011,6.6,Jodie Foster,21000000.0,7294800.0,Summit Entertainment,2010's
The Prey,R,Action,2011,6.7,Eric Valette,35633551.262477234,3102666.0,Brio Films,2010's
Wuthering Heights,Not Rated,Drama,2011,6.0,Andrea Arnold,35633551.262477234,1742215.0,Film4,2010's
Win Win,R,Comedy,2011,7.1,Tom McCarthy,35633551.262477234,11789613.0,Fox Searchlight Pictures,2010's
