name,rating,genre,year,score,director,budget,gross,company,time
Far from Home: the Adventures of Yellow Dog,PG,Adventure,1995,6.4,Phillip Borsos,35633551.262477234,11642946.0,Twentieth Century Fox,1990's
New Jersey Drive,R,Crime,1995,6.7,Nick Gomez,5000000.0,3565508.0,40 Acres & A Mule Filmworks,1990's
The Star Maker,R,Drama,1995,7.4,Giuseppe Tornatore,35633551.262477234,371674.0,Cecchi Gori Group Tiger Cinematografica,1990's
La fille seule,TV-MA,Drama,1995,6.9,Benoît Jacquot,35633551.262477234,230049.0,Cinéa,1990's
Magic in the Water,PG,Adventure,1995,5.5,Rick Stevenson,35633551.262477234,2680717.0,Oxford Film Company,1990's
Miami Rhapsody,PG-13,Comedy,1995,5.4,David Frankel,35633551.262477234,5221281.0,Cantaloupe Production,1990's
Antonia's Line,R,Comedy,1995,7.5,Marleen Gorris,35633551.262477234,4249321.0,Bergen,1990's
Rough Magic,PG-13,Comedy,1995,5.5,Clare Peploe,35633551.262477234,247202.0,Union Générale Cinématographique (UGC),1990's
Beyond Rangoon,R,Action,1995,6.6,John Boorman,23000000.0,5750110.0,Castle Rock Entertainment,1990's
The Amazing Panda Adventure,PG,Adventure,1995,5.8,Christopher Cain,35633551.262477234,7506759.0,Lee Rich Productions,1990's
Nelly & Monsieur Arnaud,R,Drama,1995,7.3,Claude Sautet,35633551.262477234,955708.0,Cecchi Gori Group Tiger Cinematografica,1990's
The Walking Dead,R,Action,1995,4.9,Preston A. Whitmore II,15000000.0,6014341.0,Savoy Pictures,1990's
Panther,R,Drama,1995,6.4,Mario Van Peebles,35633551.262477234,6834525.0,Gramercy Pictures (I),1990's
Space Jam,PG,Animation,1996,6.5,Joe Pytka,80000000.0,230418342.0,Warner Bros. Family Entertainment,1990's
Independence Day,PG-13,Action,1996,7.0,Roland Emmerich,75000000.0,817400891.0,Twentieth Century Fox,1990's
Romeo + Juliet,PG-13,Drama,1996,6.7,Baz Luhrmann,14500000.0,147554998.0,Bazmark Films,1990's
Scream,R,Horror,1996,7.3,Wes Craven,14000000.0,173046663.0,Dimension Films,1990's
Sleepers,R,Crime,1996,7.6,Barry Levinson,44000000.0,165615285.0,Astoria Films,1990's
From Dusk Till Dawn,R,Action,1996,7.2,Robert Rodriguez,19000000.0,25837111.0,Dimension Films,1990's
Fargo,R,Crime,1996,8.1,Joel Coen,7000000.0,60611975.0,PolyGram Filmed Entertainment,1990's
Mission: Impossible,PG-13,Action,1996,7.1,Brian De Palma,80000000.0,457696391.0,Paramount Pictures,1990's
Matilda,PG,Comedy,1996,6.9,Danny DeVito,36000000.0,33459416.0,TriStar Pictures,1990's
Trainspotting,R,Drama,1996,8.1,Danny Boyle,35633551.262477234,16607872.0,Channel Four Films,1990's
Twister,PG-13,Action,1996,6.4,Jan de Bont,92000000.0,494471524.0,Warner Bros.,1990's
Happy Gilmore,PG-13,Comedy,1996,7.0,Dennis Dugan,12000000.0,41205099.0,Universal Pictures,1990's
101 Dalmatians,G,Adventure,1996,5.7,Stephen Herek,75000000.0,320689294.0,Walt Disney Pictures,1990's
Crash,NC-17,Drama,1996,6.4,David Cronenberg,9000000.0,2671291.0,Alliance Communications Corporation,1990's
Jerry Maguire,R,Comedy,1996,7.3,Cameron Crowe,50000000.0,273552592.0,TriStar Pictures,1990's
The Rock,R,Action,1996,7.4,Michael Bay,75000000.0,335062621.0,Hollywood Pictures,1990's
A Time to Kill,R,Crime,1996,7.5,Joel Schumacher,40000000.0,152266007.0,New Regency Productions,1990's
The Craft,R,Drama,1996,6.4,Andrew Fleming,15000000.0,24819936.0,Columbia Pictures,1990's
Primal Fear,R,Crime,1996,7.7,Gregory Hoblit,30000000.0,102616183.0,Paramount Pictures,1990's
Mars Attacks!,PG-13,Comedy,1996,6.3,Tim Burton,70000000.0,101371017.0,Tim Burton Productions,1990's
The English Patient,R,Drama,1996,7.4,Anthony Minghella,27000000.0,231976425.0,Miramax,1990's
The Long Kiss Goodnight,R,Action,1996,6.8,Renny Harlin,65000000.0,89456761.0,New Line Cinema,1990's
Fear,R,Drama,1996,6.2,James Foley,35633551.262477234,20831000.0,Imagine Entertainment,1990's
Bottle Rocket,R,Comedy,1996,7.0,Wes Anderson,7000000.0,560069.0,Columbia Pictures,1990's
Stealing Beauty,R,Drama,1996,6.6,Bernardo Bertolucci,10000000.0,4762310.0,Fiction,1990's
Bound,R,Crime,1996,7.3,Lana Wachowski,4500000.0,3802260.0,Dino De Laurentiis Company,1990's
Sling Blade,R,Drama,1996,8.0,Billy Bob Thornton,1000000.0,24444121.0,Miramax,1990's
The Mirror Has Two Faces,PG-13,Comedy,1996,6.6,Barbra Streisand,42000000.0,41083864.0,TriStar Pictures,1990's
The Birdcage,R,Comedy,1996,7.1,Mike Nichols,31000000.0,185260553.0,United Artists,1990's
That Thing You Do!,PG,Comedy,1996,6.9,Tom Hanks,26000000.0,34585416.0,Clavius Base,1990's
The Island of Dr. Moreau,PG-13,Horror,1996,4.5,John Frankenheimer,40000000.0,49627779.0,New Line Cinema,1990's
Kingpin,PG-13,Comedy,1996,6.9,Bobby Farrelly,27000000.0,25023434.0,Rysher Entertainment,1990's
The Hunchback of Notre Dame,G,Animation,1996,7.0,Gary Trousdale,100000000.0,325338851.0,Walt Disney Animation Studios,1990's
The Frighteners,R,Comedy,1996,7.1,Peter Jackson,30000000.0,29359216.0,Universal Pictures,1990's
Eraser,R,Action,1996,6.1,Chuck Russell,100000000.0,242295562.0,Kopelson Entertainment,1990's
Striptease,R,Comedy,1996,4.5,Andrew Bergman,40000000.0,113309743.0,Castle Rock Entertainment,1990's
Star Trek: First Contact,PG-13,Action,1996,7.6,Jonathan Frakes,45000000.0,146027888.0,Digital Image Associates,1990's
Swingers,R,Comedy,1996,7.2,Doug Liman,200000.0,4555020.0,Doug Liman Productions,1990's
Escape from L.A.,R,Action,1996,5.7,John Carpenter,50000000.0,25477365.0,Paramount Pictures,1990's
Beautiful Girls,R,Comedy,1996,7.1,Ted Demme,35633551.262477234,10597759.0,Miramax,1990's
The Cable Guy,PG-13,Comedy,1996,6.1,Ben Stiller,47000000.0,102825796.0,Columbia Pictures,1990's
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,R,Comedy,1996,6.6,Paris Barclay,3800000.0,20949601.0,Island Pictures,1990's
Thinner,R,Fantasy,1996,5.8,Tom Holland,8500000.0,15315484.0,Paramount Pictures,1990's
Hard Eight,R,Crime,1996,7.2,Paul Thomas Anderson,3000000.0,222559.0,Green Parrot,1990's
The Nutty Professor,PG-13,Comedy,1996,5.6,Tom Shadyac,54000000.0,273961019.0,Imagine Entertainment,1990's
Hamlet,PG-13,Drama,1996,7.7,Kenneth Branagh,18000000.0,4770222.0,Castle Rock Entertainment,1990's
Big Night,R,Drama,1996,7.3,Campbell Scott,4100000.0,12008376.0,Rysher Entertainment,1990's
The Ghost and the Darkness,R,Adventure,1996,6.8,Stephen Hopkins,55000000.0,38619405.0,Constellation Entertainment,1990's
Courage Under Fire,R,Action,1996,6.6,Edward Zwick,46000000.0,100860818.0,Fox 2000 Pictures,1990's
The First Wives Club,PG,Comedy,1996,6.4,Hugh Wilson,26000000.0,181489203.0,Paramount Pictures,1990's
Set It Off,R,Action,1996,6.9,F. Gary Gray,9000000.0,41590886.0,New Line Cinema,1990's
James and the Giant Peach,PG,Animation,1996,6.7,Henry Selick,38000000.0,28946127.0,Walt Disney Pictures,1990's
DragonHeart,PG-13,Action,1996,6.5,Rob Cohen,57000000.0,115267375.0,Universal Pictures,1990's
Executive Decision,R,Action,1996,6.4,Stuart Baird,55000000.0,121969216.0,Warner Bros.,1990's
Bio-Dome,PG-13,Comedy,1996,4.4,Jason Bloom,15000000.0,13427615.0,Metro-Goldwyn-Mayer (MGM),1990's
Jack,PG-13,Comedy,1996,5.8,Francis Ford Coppola,45000000.0,58620973.0,Hollywood Pictures,1990's
White Squall,PG-13,Adventure,1996,6.6,Ridley Scott,38000000.0,10292300.0,Hollywood Pictures,1990's
D3: The Mighty Ducks,PG,Action,1996,5.5,Robert Lieberman,35633551.262477234,22955097.0,Walt Disney Pictures,1990's
Broken Arrow,R,Action,1996,6.0,John Woo,50000000.0,150270147.0,Twentieth Century Fox,1990's
Emma,PG,Comedy,1996,6.7,Douglas McGrath,6000000.0,22231658.0,Miramax,1990's
Chain Reaction,PG-13,Action,1996,5.7,Andrew Davis,50000000.0,60209334.0,3 Arts Entertainment,1990's
Kama Sutra: A Tale of Love,Unrated,Crime,1996,6.0,Mira Nair,3000000.0,4109095.0,NDF International,1990's
The Crucible,PG-13,Drama,1996,6.8,Nicholas Hytner,25000000.0,7343114.0,Twentieth Century Fox,1990's
Pusher,Not Rated,Crime,1996,7.4,Nicolas Winding Refn,35633551.262477234,1605.0,Balboa Entertainment,1990's
Waiting for Guffman,R,Comedy,1996,7.5,Christopher Guest,4000000.0,2923982.0,Castle Rock Entertainment,1990's
Secrets & Lies,R,Comedy,1996,8.0,Mike Leigh,4500000.0,13417292.0,Channel Four Films,1990's
Daylight,PG-13,Action,1996,5.9,Rob Cohen,80000000.0,159212469.0,Universal Pictures,1990's
Last Man Standing,R,Action,1996,6.4,Walter Hill,67000000.0,47267001.0,New Line Cinema,1990's
The Arrival,PG-13,Mystery,1996,6.2,David Twohy,25000000.0,14063331.0,Live Entertainment,1990's
Ransom,R,Action,1996,6.7,Ron Howard,80000000.0,309492681.0,Touchstone Pictures,1990's
Beavis and Butt-Head Do America,PG-13,Animation,1996,6.8,Directors,12000000.0,63118386.0,Paramount Pictures,1990's
Fly Away Home,PG,Adventure,1996,6.8,Carroll Ballard,22000000.0,25143818.0,Columbia Pictures,1990's
Tin Cup,R,Comedy,1996,6.4,Ron Shelton,45000000.0,53854588.0,New Regency Productions,1990's
Barb Wire,R,Action,1996,3.4,David Hogan,9000000.0,3793614.0,Polygram Filmed Entertainment,1990's
Breaking the Waves,R,Drama,1996,7.8,Lars von Trier,35633551.262477234,3828405.0,ARTE,1990's
The Phantom,PG,Action,1996,5.0,Simon Wincer,45000000.0,17323326.0,Paramount Pictures,1990's
The Fan,R,Action,1996,5.9,Tony Scott,55000000.0,18626419.0,TriStar Pictures,1990's
Eye for an Eye,R,Crime,1996,6.2,John Schlesinger,20000000.0,26877589.0,Paramount Pictures,1990's
2 Days in the Valley,R,Comedy,1996,6.5,John Herzfeld,35633551.262477234,11132210.0,Rysher Entertainment,1990's
Trees Lounge,R,Comedy,1996,7.1,Steve Buscemi,1300000.0,749741.0,Addis Wechsler Pictures,1990's
The People vs. Larry Flynt,R,Biography,1996,7.3,Milos Forman,36000000.0,20300385.0,Columbia Pictures,1990's
Freeway,R,Comedy,1996,6.8,Matthew Bright,3000000.0,295493.0,The Kushner-Locke Company,1990's
Kazaam,PG,Comedy,1996,3.0,Paul Michael Glaser,20000000.0,18937262.0,Interscope Communications,1990's
Down Periscope,PG-13,Comedy,1996,6.2,David S. Ward,31000000.0,37553752.0,Twentieth Century Fox,1990's
Michael,PG,Comedy,1996,5.7,Nora Ephron,35633551.262477234,119718203.0,Turner Pictures (I),1990's
Mulholland Falls,R,Crime,1996,6.3,Lee Tamahori,29000000.0,11526099.0,Largo Entertainment,1990's
Jingle All the Way,PG,Adventure,1996,5.6,Brian Levant,60000000.0,129832389.0,1492 Pictures,1990's
She's the One,R,Comedy,1996,6.0,Edward Burns,3500000.0,9538948.0,Good Machine,1990's
Brassed Off,R,Comedy,1996,7.2,Mark Herman,35633551.262477234,2576738.0,Channel Four Films,1990's
Shine,PG-13,Biography,1996,7.7,Scott Hicks,5500000.0,35999081.0,Australian Film Finance Corporation (AFFC),1990's
Black Sheep,PG-13,Comedy,1996,6.3,Penelope Spheeris,35633551.262477234,32417995.0,Broadway Pictures,1990's
Maximum Risk,R,Action,1996,5.5,Ringo Lam,25000000.0,14502483.0,Columbia Pictures,1990's
One Fine Day,PG,Comedy,1996,6.5,Michael Hoffman,35633551.262477234,97529550.0,Fox 2000 Pictures,1990's
Lone Star,R,Drama,1996,7.4,John Sayles,5000000.0,12408986.0,Columbia Pictures,1990's
Michael Collins,R,Biography,1996,7.2,Neil Jordan,25000000.0,11135803.0,Warner Bros.,1990's
Phenomenon,PG,Drama,1996,6.4,Jon Turteltaub,32000000.0,152036382.0,Touchstone Pictures,1990's
Harriet the Spy,PG,Comedy,1996,5.9,Bronwen Hughes,12000000.0,26570048.0,Paramount Pictures,1990's
Flipper,PG,Adventure,1996,5.3,Alan Shapiro,25530000.0,20080020.0,Universal Pictures,1990's
Evita,PG,Biography,1996,6.3,Alan Parker,55000000.0,141047179.0,Hollywood Pictures,1990's
Diabolique,R,Drama,1996,5.4,Jeremiah S. Chechik,35633551.262477234,17100266.0,ABC Productions,1990's
Bordello of Blood,R,Comedy,1996,5.4,Gilbert Adler,13000000.0,5781045.0,Universal City Studios,1990's
Spy Hard,PG-13,Action,1996,5.4,Rick Friedberg,18000000.0,26960191.0,Hollywood Pictures,1990's
The Substitute,R,Action,1996,6.0,Robert Mandel,35633551.262477234,14818176.0,Dinamo Entertainment,1990's
Marvin's Room,PG-13,Drama,1996,6.7,Jerry Zaks,23000000.0,12803305.0,Scott Rudin Productions,1990's
Multiplicity,PG-13,Comedy,1996,6.1,Harold Ramis,45000000.0,21075014.0,Columbia Pictures,1990's
House Arrest,PG,Comedy,1996,5.8,Harry Winer,35633551.262477234,7032782.0,Metro-Goldwyn-Mayer (MGM),1990's
Everyone Says I Love You,R,Comedy,1996,6.7,Woody Allen,20000000.0,9759200.0,Miramax,1990's
A Very Brady Sequel,PG-13,Comedy,1996,5.8,Arlene Sanford,12000000.0,21440752.0,Paramount Pictures,1990's
The Crow: City of Angels,R,Action,1996,4.7,Tim Pope,13000000.0,17917287.0,Bad Bird Productions,1990's
Basquiat,R,Biography,1996,6.9,Julian Schnabel,3300000.0,3011195.0,Eleventh Street Production,1990's
The Quest,PG-13,Action,1996,5.6,Jean-Claude Van Damme,30000000.0,57400547.0,MDP Worldwide,1990's
Muppet Treasure Island,G,Action,1996,7.0,Brian Henson,35633551.262477234,34327391.0,Walt Disney Pictures,1990's
Hellraiser: Bloodline,R,Horror,1996,5.1,Director,4000000.0,9336886.0,Dimension Films,1990's
Manny & Lo,R,Comedy,1996,6.6,Lisa Krueger,500000.0,502313.0,Pope Productions,1990's
Beautiful Thing,R,Comedy,1996,7.6,Hettie Macdonald,35633551.262477234,1548120.0,Channel Four Films,1990's
The Chamber,R,Crime,1996,6.0,James Foley,50000000.0,22540359.0,Universal Pictures,1990's
Blood and Wine,R,Crime,1996,6.0,Bob Rafelson,22000000.0,1094668.0,Recorded Picture Company (RPC),1990's
Jude,R,Drama,1996,6.9,Michael Winterbottom,7000000.0,409144.0,BBC Films,1990's
Bulletproof,R,Action,1996,5.8,Ernest R. Dickerson,25000000.0,22611954.0,Universal Pictures,1990's
Mad Dog Time,R,Comedy,1996,5.4,Larry Bishop,8000000.0,107874.0,Bruin Grip Services,1990's
Irma Vep,Not Rated,Comedy,1996,7.1,Olivier Assayas,35633551.262477234,292040.0,Dacia Films,1990's
Mrs. Winterbourne,PG-13,Comedy,1996,6.2,Richard Benjamin,25000000.0,10082005.0,TriStar Pictures,1990's
The Portrait of a Lady,PG-13,Drama,1996,6.2,Jane Campion,35633551.262477234,3692836.0,Polygram Filmed Entertainment,1990's
Foxfire,R,Drama,1996,6.2,Annette Haywood-Carter,35633551.262477234,269300.0,Chestnut Hill Productions,1990's
The Glimmer Man,R,Action,1996,5.4,John Gray,45000000.0,20351264.0,Warner Bros.,1990's
Up Close & Personal,PG-13,Drama,1996,6.2,Jon Avnet,60000000.0,100688705.0,Touchstone Pictures,1990's
The Juror,R,Crime,1996,5.7,Brian Gibson,44000000.0,22754725.0,Columbia Pictures,1990's
Flirting with Disaster,R,Comedy,1996,6.7,David O. Russell,7000000.0,14702438.0,Miramax,1990's
Homeward Bound II: Lost in San Francisco,G,Adventure,1996,6.0,David R. Ellis,35633551.262477234,32772492.0,Walt Disney Pictures,1990's
Joe's Apartment,PG-13,Comedy,1996,5.5,John Payson,13000000.0,4619014.0,Geffen Pictures,1990's
Ghosts of Mississippi,PG-13,Drama,1996,6.7,Rob Reiner,36000000.0,13323144.0,Castle Rock Entertainment,1990's
A Summer's Tale,G,Comedy,1996,7.6,Éric Rohmer,35633551.262477234,198126.0,Canal+,1990's
The Preacher's Wife,PG,Comedy,1996,5.6,Penny Marshall,40000000.0,48102795.0,Mundy Lane Entertainment,1990's
Jane Eyre,PG,Drama,1996,6.8,Franco Zeffirelli,35633551.262477234,5200601.0,Cineritino S.r.L.,1990's
If Lucy Fell,R,Comedy,1996,4.9,Eric Schaeffer,5000000.0,2420162.0,Motion Picture Corporation of America (MPCA),1990's
SubUrbia,R,Comedy,1996,6.8,Richard Linklater,35633551.262477234,656747.0,Castle Rock Entertainment,1990's
First Strike,PG-13,Action,1996,6.6,Stanley Tong,35633551.262477234,21890845.0,Golden Harvest Company,1990's
Bad Moon,R,Horror,1996,5.8,Eric Red,7000000.0,1060264.0,Morgan Creek Entertainment,1990's
Dunston Checks In,PG,Adventure,1996,5.4,Ken Kwapis,35633551.262477234,9871065.0,Joe Wizan/Todd Black,1990's
Carpool,PG,Comedy,1996,5.0,Arthur Hiller,17000000.0,3325651.0,New Regency Productions,1990's
The Daytrippers,R,Comedy,1996,7.0,Greg Mottola,35633551.262477234,2099677.0,Alliance Communications Corporation,1990's
Before and After,PG-13,Crime,1996,6.1,Barbet Schroeder,35000000.0,8797839.0,Caravan Pictures,1990's
Citizen Ruth,R,Comedy,1996,7.0,Alexander Payne,3000000.0,285112.0,Independent Pictures (II),1990's
Extreme Measures,R,Crime,1996,6.2,Michael Apted,38000000.0,17380126.0,Castle Rock Entertainment,1990's
Female Perversions,R,Drama,1996,5.4,Susan Streitfeld,35633551.262477234,926954.0,Mindy Affrime,1990's
A Thin Line Between Love and Hate,R,Comedy,1996,5.7,Martin Lawrence,8000000.0,35599803.0,"Jackson/McHenry Company,The",1990's
Kissed,R,Drama,1996,6.4,Lynne Stopkewich,35633551.262477234,329211.0,Boneyard Film Company Inc.,1990's
The Truth About Cats & Dogs,PG-13,Comedy,1996,6.3,Michael Lehmann,35633551.262477234,34861807.0,Twentieth Century Fox,1990's
The Whole Wide World,PG,Biography,1996,7.1,Dan Ireland,1300000.0,375757.0,Cineville,1990's
Dear God,PG,Comedy,1996,5.4,Garry Marshall,22000000.0,7138523.0,Rysher Entertainment,1990's
Bed of Roses,PG,Drama,1996,6.1,Michael Goldenberg,35633551.262477234,27315527.0,Juno Pix,1990's
The Pallbearer,PG-13,Comedy,1996,5.0,Matt Reeves,8000000.0,5656388.0,Miramax,1990's
Lawnmower Man 2: Beyond Cyberspace,PG-13,Action,1996,2.5,Farhad Mann,15000000.0,2409225.0,New Line Cinema,1990's
A Family Thing,PG-13,Comedy,1996,7.0,Richard Pearce,35633551.262477234,10125417.0,United Artists,1990's
Curdled,R,Comedy,1996,5.9,Reb Braddock,2300000.0,49620.0,A Band Apart,1990's
First Kid,PG,Comedy,1996,5.3,David Mickey Evans,35633551.262477234,26491793.0,Caravan Pictures,1990's
Eddie,PG-13,Comedy,1996,5.2,Steve Rash,30000000.0,31387164.0,Permut Presentations,1990's
Feeling Minnesota,R,Comedy,1996,5.4,Steven Baigelman,35633551.262477234,3124440.0,Fine Line Features,1990's
The Pillow Book,Not Rated,Drama,1996,6.7,Peter Greenaway,35633551.262477234,2372744.0,Centurion,1990's
The Adventures of Pinocchio,G,Adventure,1996,5.2,Steve Barron,25000000.0,15094530.0,New Line Cinema,1990's
City Hall,R,Drama,1996,6.2,Harold Becker,40000000.0,20340204.0,Castle Rock Entertainment,1990's
Night Falls on Manhattan,R,Crime,1996,6.6,Sidney Lumet,35633551.262477234,9889670.0,Paramount Pictures,1990's
The Great White Hype,R,Comedy,1996,5.5,Reginald Hudlin,35633551.262477234,8008255.0,Atman Entertainment,1990's
Twelfth Night,PG,Comedy,1996,7.2,Trevor Nunn,5000000.0,588621.0,Renaissance Films,1990's
Mary Reilly,R,Drama,1996,5.8,Stephen Frears,47000000.0,12379402.0,NFH Productions,1990's
My Fellow Americans,PG-13,Adventure,1996,6.5,Peter Segal,21500000.0,22313201.0,Peters Entertainment,1990's
Sgt. Bilko,PG,Comedy,1996,5.8,Jonathan Lynn,39000000.0,37956793.0,Imagine Entertainment,1990's
Heaven's Prisoners,R,Drama,1996,5.8,Phil Joanou,25000000.0,5009305.0,PVM Entertainment,1990's
Caught,R,Drama,1996,6.6,Robert M. Young,35633551.262477234,78599553.90186103,Cinehaus,1990's
I Shot Andy Warhol,R,Biography,1996,6.6,Mary Harron,35633551.262477234,1875527.0,Playhouse International Pictures,1990's
The Sunchaser,R,Crime,1996,6.2,Michael Cimino,35633551.262477234,21508.0,Appledown Films Inc.,1990's
All Dogs Go to Heaven 2,G,Animation,1996,5.5,Larry Leker,35633551.262477234,8620678.0,MGM Family Entertainment,1990's
Girl 6,R,Comedy,1996,5.2,Spike Lee,12000000.0,4939939.0,Fox Searchlight Pictures,1990's
The Evening Star,PG-13,Comedy,1996,5.9,Robert Harling,35633551.262477234,12767815.0,Rysher Entertainment,1990's
Larger Than Life,PG,Comedy,1996,5.6,Howard Franklin,30000000.0,8315693.0,United Artists Pictures,1990's
Head Above Water,PG-13,Comedy,1996,6.0,Jim Wilson,35633551.262477234,32212.0,Majestic Films International,1990's
Two If by Sea,R,Comedy,1996,5.2,Bill Bennett,35633551.262477234,10658278.0,Morgan Creek Entertainment,1990's
The Stupids,PG,Adventure,1996,4.2,John Landis,25000000.0,2491989.0,Imagine Entertainment,1990's
The Funeral,R,Crime,1996,6.6,Abel Ferrara,12500000.0,1227324.0,October Films,1990's
Kids in the Hall: Brain Candy,R,Comedy,1996,6.9,Kelly Makin,35633551.262477234,2654308.0,Paramount Pictures,1990's
High School High,PG-13,Comedy,1996,5.5,Hart Bochner,35633551.262477234,21302121.0,TriStar Pictures,1990's
Schizopolis,Not Rated,Comedy,1996,6.8,Steven Soderbergh,250000.0,10580.0,.406 Production,1990's
The Van,R,Comedy,1996,6.7,Stephen Frears,35633551.262477234,712095.0,Beacon Communications,1990's
Alaska,PG,Adventure,1996,5.8,Fraser C. Heston,23000000.0,11829959.0,Castle Rock Entertainment,1990's
Moll Flanders,PG-13,Drama,1996,6.5,Pen Densham,35633551.262477234,3486957.0,Metro-Goldwyn-Mayer (MGM),1990's
The Associate,PG-13,Comedy,1996,6.1,Donald Petrie,35633551.262477234,12844057.0,Hollywood Pictures,1990's
Shiloh,PG,Drama,1996,6.4,Dale Rosenbloom,35633551.262477234,1007822.0,Good Dog Productions LLC,1990's
In Love and War,PG-13,Biography,1996,6.0,Richard Attenborough,35633551.262477234,25372294.0,Dimitri Villard Productions,1990's
Surviving Picasso,R,Biography,1996,6.4,James Ivory,16000000.0,2021348.0,Merchant Ivory Productions,1990's
Kansas City,R,Crime,1996,6.3,Robert Altman,19000000.0,1356828.0,CiBy 2000,1990's
Mr. Wrong,PG-13,Comedy,1996,3.8,Nick Castle,35633551.262477234,12825141.0,Mandeville Films,1990's
Fled,R,Action,1996,5.4,Kevin Hooks,25000000.0,17193231.0,Metro-Goldwyn-Mayer (MGM),1990's
Infinity,PG,Biography,1996,6.2,Matthew Broderick,35633551.262477234,195170.0,First Look International,1990's
Unforgettable,R,Drama,1996,6.0,John Dahl,18000000.0,2821671.0,Dino De Laurentiis Company,1990's
Bloodsport 2,R,Action,1996,4.8,Alan Mehrez,35633551.262477234,684351.0,FM Entertainment International N.V.,1990's
Phat Beach,R,Comedy,1996,3.9,Doug Ellin,35633551.262477234,1383553.0,Connection III Entertainment,1990's
Last Dance,R,Drama,1996,5.7,Bruce Beresford,35633551.262477234,5939449.0,Touchstone Pictures,1990's
Grace of My Heart,R,Comedy,1996,6.7,Allison Anders,5000000.0,660313.0,Cappa Production,1990's
Celtic Pride,PG-13,Comedy,1996,5.3,Tom DeCerchio,35633551.262477234,9255027.0,Caravan Pictures,1990's
Ed,PG,Comedy,1996,2.7,Bill Couturié,24000000.0,4422380.0,Longview Entertainment,1990's
The Game,R,Drama,1997,7.8,David Fincher,50000000.0,109423648.0,Polygram Filmed Entertainment,1990's
Boogie Nights,R,Drama,1997,7.9,Paul Thomas Anderson,15000000.0,43101594.0,New Line Cinema,1990's
Titanic,PG-13,Drama,1997,7.8,James Cameron,200000000.0,2201647264.0,Twentieth Century Fox,1990's
The Fifth Element,PG-13,Action,1997,7.7,Luc Besson,93000000.0,263920180.0,Columbia Pictures,1990's
Austin Powers: International Man of Mystery,PG-13,Adventure,1997,7.0,Jay Roach,16500000.0,67683989.0,Capella International,1990's
Lolita,R,Drama,1997,6.9,Adrian Lyne,62000000.0,1071255.0,Guild,1990's
Good Will Hunting,R,Drama,1997,8.3,Gus Van Sant,10000000.0,225933435.0,Miramax,1990's
Starship Troopers,R,Action,1997,7.2,Paul Verhoeven,105000000.0,121214377.0,TriStar Pictures,1990's
The Devil's Advocate,R,Drama,1997,7.5,Taylor Hackford,57000000.0,152944660.0,Warner Bros.,1990's
Con Air,R,Action,1997,6.9,Simon West,75000000.0,224012234.0,Touchstone Pictures,1990's
Jackie Brown,R,Crime,1997,7.5,Quentin Tarantino,12000000.0,39673807.0,Miramax,1990's
L.A. Confidential,R,Crime,1997,8.2,Curtis Hanson,35000000.0,126216940.0,New Regency Productions,1990's
Life Is Beautiful,PG-13,Comedy,1997,8.6,Roberto Benigni,20000000.0,230098753.0,Melampo Cinematografica,1990's
Contact,PG,Drama,1997,7.5,Robert Zemeckis,90000000.0,171120329.0,Warner Bros.,1990's
Men in Black,PG-13,Action,1997,7.3,Barry Sonnenfeld,90000000.0,589390539.0,Columbia Pictures,1990's
Home Alone 3,PG,Action,1997,4.5,Raja Gosnell,32000000.0,79082515.0,Twentieth Century Fox,1990's
Air Force One,R,Action,1997,6.5,Wolfgang Petersen,85000000.0,315156409.0,Columbia Pictures,1990's
Batman & Robin,PG-13,Action,1997,3.8,Joel Schumacher,125000000.0,238235719.0,Warner Bros.,1990's
Event Horizon,R,Horror,1997,6.7,Paul W.S. Anderson,60000000.0,26673829.0,Golar Productions,1990's
Hercules,G,Animation,1997,7.3,Ron Clements,85000000.0,252712101.0,Walt Disney Pictures,1990's
Dante's Peak,PG-13,Action,1997,6.0,Roger Donaldson,116000000.0,178127760.0,Universal Pictures,1990's
The Lost World: Jurassic Park,PG-13,Action,1997,6.6,Steven Spielberg,73000000.0,618638999.0,Universal Pictures,1990's
Princess Mononoke,PG-13,Animation,1997,8.4,Hayao Miyazaki,35633551.262477234,169785704.0,DENTSU Music And Entertainment,1990's
Scream 2,R,Horror,1997,6.2,Wes Craven,24000000.0,172363301.0,Dimension Films,1990's
Face/Off,R,Action,1997,7.2,John Woo,80000000.0,245676146.0,Permut Presentations,1990's
As Good as It Gets,PG-13,Comedy,1997,7.7,James L. Brooks,50000000.0,314178011.0,TriStar Pictures,1990's
Gattaca,PG-13,Drama,1997,7.8,Andrew Niccol,36000000.0,12532777.0,Columbia Pictures,1990's
The Rainmaker,PG-13,Crime,1997,7.2,Francis Ford Coppola,40000000.0,45916769.0,Constellation Entertainment,1990's
I Know What You Did Last Summer,R,Horror,1997,5.7,Jim Gillespie,17000000.0,125586134.0,Mandalay Entertainment,1990's
Alien: Resurrection,R,Action,1997,6.2,Jean-Pierre Jeunet,75000000.0,161376069.0,Brandywine Productions,1990's
Cube,R,Drama,1997,7.2,Vincenzo Natali,35633551.262477234,565727.0,Cube Libre,1990's
Liar Liar,PG-13,Comedy,1997,6.9,Tom Shadyac,45000000.0,302710615.0,Universal Pictures,1990's
Donnie Brasco,R,Biography,1997,7.7,Mike Newell,35000000.0,124909762.0,Mandalay Entertainment,1990's
